,Strain,Type,Rating,Effects
918,Grape-Cookies,indica,4.6,"Relaxed,Creative,Uplifted,Sleepy,Euphoric"
919,Grape-Crush,hybrid,4.3,"Happy,Uplifted,Talkative,Hungry,Energetic"
920,Grape-Dawg,hybrid,0.0,None
921,Grape-Drink,indica,4.7,"Tingly,Creative,Euphoric,Giggly,Happy"
922,Grape-God,hybrid,4.3,"Relaxed,Happy,Euphoric,Uplifted,Sleepy"
923,Grape-Inferno,indica,4.5,"Relaxed,Happy,Sleepy,Euphoric,Tingly"
924,Grape-Krush,indica,4.3,"Happy,Uplifted,Talkative,Hungry,Energetic"
925,Grape-Kush,hybrid,3.9,"Relaxed,Happy,Giggly,Sleepy,Euphoric"
926,Grape-Ox,indica,4.6,"Sleepy,Relaxed,Hungry,Tingly,Uplifted"
927,Grape-Skunk,indica,4.1,"Happy,Relaxed,Giggly,Tingly,Euphoric"
928,Grape-Soda,hybrid,4.9,"Relaxed,Happy,Euphoric,Uplifted,Creative"
929,Sour-Grapes,hybrid,4.4,"Happy,Relaxed,Uplifted,Euphoric,Hungry"
930,Grape-Valley-Kush,indica,4.8,"Relaxed,Sleepy,Euphoric,Happy,Aroused"
931,Grapefruit,sativa,4.3,"Uplifted,Energetic,Happy,Euphoric,Focused"
932,Grapefruit-Diesel,hybrid,4.2,"Focused,Energetic,Relaxed,Euphoric,Happy"
933,Grapefruit-Haze,sativa,4.4,"Uplifted,Happy,Energetic,Euphoric,Relaxed"
934,Grapefruit-Kush,hybrid,4.3,"Happy,Uplifted,Relaxed,Focused,Creative"
935,Gravity,indica,4.0,"Sleepy,Hungry,Relaxed,Aroused,Euphoric"
936,Grease-Monkey,hybrid,4.6,"Relaxed,Euphoric,Sleepy,Happy,Hungry"
937,White-Shark,sativa,4.2,"Happy,Uplifted,Relaxed,Focused,Euphoric"
938,Green-Avenger,hybrid,5.0,"Energetic,Happy,Uplifted,Creative,Euphoric"
939,Green-Candy,sativa,4.3,"Uplifted,Happy,Relaxed,Focused,Giggly"
940,Green-Cheese,hybrid,4.1,"Euphoric,Relaxed,Energetic,Focused,Creative"
941,Green-Crack,sativa,4.3,"Energetic,Happy,Uplifted,Focused,Euphoric"
942,Green-Crack-Extreme,sativa,4.6,"Energetic,Creative,Focused,Euphoric,Uplifted"
943,Green-Door-Kush,hybrid,4.5,"Happy,Relaxed,Euphoric,Creative,Hungry"
944,Green-Dragon,indica,4.2,"Uplifted,Happy,Focused,Energetic,Relaxed"
945,Green-Dream,hybrid,4.4,"Happy,Uplifted,Creative,Euphoric,Hungry"
946,Green-Goblin,sativa,4.3,"Uplifted,Euphoric,Happy,Focused,Creative"
947,Green-Goddess,hybrid,4.6,"Euphoric,Relaxed,Aroused,Happy,Uplifted"
948,Green-Haze,sativa,3.8,"Happy,Talkative,Creative,Focused,Hungry"
949,Green-Hornet,hybrid,4.2,"Euphoric,Uplifted,Relaxed,Giggly,Happy"
950,Green-Kush,indica,3.8,"Euphoric,Hungry,Energetic,Relaxed,Focused"
951,Green-Lantern,sativa,4.6,"Uplifted,Energetic,Talkative,Focused,Hungry"
952,Green-Line-Og,hybrid,5.0,"Happy,Relaxed,Sleepy,Hungry,Uplifted"
953,Green-Love-Potion,indica,4.1,"Creative,Hungry,Relaxed,Uplifted,Happy"
954,Green-Mango,indica,4.4,"Euphoric,Uplifted,Happy,Creative,Relaxed"
955,Green-Monster,hybrid,3.7,"Happy,Relaxed,Uplifted,Hungry,Giggly"
956,Green-Poison,indica,4.2,"Relaxed,Happy,Euphoric,Sleepy,Hungry"
957,Green-Python,indica,4.3,"Sleepy,Euphoric,Happy,Relaxed,Tingly"
958,Green-Queen,hybrid,4.2,"Happy,Hungry,Energetic,Euphoric,Creative"
959,Green-Ribbon,hybrid,4.2,"Energetic,Happy,Focused,Creative,Talkative"
960,Gremlin,hybrid,4.4,"Euphoric,Relaxed,Uplifted,Aroused,Sleepy"
961,Grilled-Cheese,hybrid,4.7,"Uplifted,Creative,Energetic,Euphoric,Focused"
962,Grimace,indica,4.4,"Relaxed,Happy,Sleepy,Euphoric,Hungry"
963,Grimace-Og,indica,4.3,"Sleepy,Euphoric,Relaxed,Aroused,Happy"
964,Grimmdica,indica,5.0,"Euphoric,Relaxed"
965,Guard-Dawg,indica,4.2,"Happy,Relaxed,Sleepy,Euphoric"
966,Guava-Chem,hybrid,4.5,"Relaxed,Creative,Happy,Focused,Euphoric"
967,Guava-Gelato,hybrid,4.3,"Sleepy,Euphoric,Happy,Relaxed,Uplifted"
968,Guava-Kush,hybrid,4.1,"Relaxed,Sleepy,Happy,Uplifted,Euphoric"
969,Gucci-Og,hybrid,4.7,"Euphoric,Happy,Uplifted,Relaxed,Energetic"
970,Guido-Kush,indica,4.1,"Euphoric,Uplifted,Creative,Relaxed,Sleepy"
971,Gumbo,indica,4.6,"Relaxed,Euphoric,Happy,Sleepy,Hungry"
972,Gummo,hybrid,5.0,"Euphoric,Uplifted,Happy,Relaxed,Aroused"
973,Gummy-Bears,hybrid,4.2,"Relaxed,Uplifted,Happy,Euphoric,Sleepy"
974,Gupta-Haze,hybrid,5.0,"Relaxed,Happy,Sleepy,Euphoric,Giggly"
975,Gupta-Kush,hybrid,4.3,"Relaxed,Sleepy,Hungry,Aroused,Happy"
976,Guptilla,hybrid,5.0,"Happy,Relaxed,Euphoric,Focused,Sleepy"
977,Gutbuster,indica,4.5,"Relaxed,Sleepy,Giggly,Tingly,Happy"
978,Hades-Haze,indica,4.7,"Relaxed,Sleepy,Talkative,Euphoric,Giggly"
979,Haleighs-Hope,hybrid,4.8,"Relaxed,Happy,Uplifted,Talkative,Euphoric"
980,Hammerhead,indica,5.0,"Sleepy,Aroused,Tingly,Relaxed,Uplifted"
981,Hannibal-Nectar,indica,0.0,"Uplifted,Euphoric,Happy,Sleepy,Creative"
982,Haole,hybrid,4.1,"Euphoric,Relaxed,Happy,Uplifted,Creative"
983,Haoma,indica,4.8,"Relaxed,Happy,Sleepy,Hungry,Uplifted"
984,Haoma-Mist,hybrid,5.0,"Tingly,Happy,Relaxed,Uplifted,Euphoric"
985,Hardcore-Og,indica,4.6,"Relaxed,Happy,Uplifted,Sleepy,Tingly"
986,Harle-Tsu,hybrid,4.4,"Relaxed,Happy,Uplifted,Focused,Euphoric"
987,Harlequin,sativa,4.3,"Relaxed,Focused,Happy,Uplifted,Energetic"
988,Harlequin-Gdp,hybrid,4.2,"Relaxed,Talkative,Tingly,Energetic,Euphoric"
989,Harley-Storm,sativa,4.8,"Relaxed,Uplifted,Creative,Euphoric,Happy"
990,Harley-Twin,sativa,5.0,"Uplifted,Creative,Energetic,Euphoric,Relaxed"
991,Harmonia,indica,4.3,"Relaxed,Happy,Uplifted,Focused,Sleepy"
992,Harmony,hybrid,4.4,"Relaxed,Euphoric,Focused,Creative,Happy"
993,Harry-Potter,hybrid,4.8,"Relaxed,Happy,Uplifted,Creative,Giggly"
994,Hash-Plant,indica,4.2,"Relaxed,Sleepy,Happy,Euphoric,Hungry"
995,Hashbar-Og,indica,4.5,"Euphoric,Happy,Relaxed,Creative,Focused"
996,Hashberry,indica,4.3,"Relaxed,Euphoric,Hungry,Happy,Focused"
997,Hashplant-Haze,sativa,4.4,"Happy,Uplifted,Relaxed,Euphoric,Sleepy"
998,Hawaiian,sativa,4.2,"Uplifted,Relaxed,Euphoric,Talkative,Giggly"
999,Hawaiian-Cookies,hybrid,4.6,"Happy,Relaxed,Creative,Energetic,Aroused"
1000,Hawaiian-Delight,indica,3.8,"Happy,Relaxed,Aroused,Uplifted,Euphoric"
1001,Hawaiian-Diesel,sativa,4.2,"Uplifted,Creative,Euphoric,Happy,Relaxed"
1002,Hawaiian-Dream,sativa,4.4,"Uplifted,Relaxed,Happy,Focused,Euphoric"
1003,Hawaiian-Fire,hybrid,4.4,"Energetic,Focused,Talkative,Euphoric,Uplifted"
1004,Hawaiian-Haze,sativa,4.4,"Uplifted,Happy,Energetic,Talkative,Relaxed"
1005,Hawaiian-Mayan-Gold,sativa,5.0,"Uplifted,Creative,Energetic,Euphoric,Happy"
1006,Hawaiian-Punch,sativa,4.4,"Uplifted,Happy,Relaxed,Euphoric,Tingly"
1007,Hawaiian-Purple-Kush,indica,4.5,"Relaxed,Happy,Giggly,Creative,Talkative"
1008,Hawaiian-Sativa,sativa,4.2,"Uplifted,Euphoric,Happy,Relaxed,Creative"
1009,Hawaiian-Skunk,hybrid,4.2,"Sleepy,Happy,Euphoric,Uplifted,Energetic"
1010,Hawaiian-Snow,sativa,4.5,"Happy,Creative,Euphoric,Uplifted,Energetic"
1011,Hawaiian-Sunrise,hybrid,4.1,"Uplifted,Happy,Relaxed,Tingly,Energetic"
1012,Hawaiian-Thunder-Fuck,hybrid,4.0,"Uplifted,Creative,Euphoric,Energetic,Hungry"
1013,Hawaiian-Trinity,hybrid,5.0,"Talkative,Uplifted,Creative,Euphoric,Focused"
1014,Hawaii-78,sativa,4.8,"Creative,Euphoric,Happy,Relaxed,Sleepy"
1015,Hayleys-Haze,sativa,0.0,"Sleepy,Uplifted,Focused"
1016,Haze,sativa,4.2,"Uplifted,Happy,Creative,Tingly,Relaxed"
1017,Haze-Berry,sativa,4.2,"Talkative,Aroused,Giggly,Happy,Energetic"
1018,Haze-Heaven,hybrid,4.5,"Happy,Talkative,Uplifted,Energetic,Creative"
1019,Haze-Mist,sativa,4.0,"Energetic,Focused,Happy,Hungry"
1020,Haze-Wreck,sativa,4.6,"Uplifted,Happy,Euphoric,Talkative,Creative"
1021,Head-Cheese,hybrid,4.6,"Euphoric,Happy,Uplifted,Creative,Relaxed"
1022,Head-Trip,hybrid,4.3,"Relaxed,Focused,Happy,Uplifted,Euphoric"
1023,Headband,hybrid,4.3,"Happy,Relaxed,Uplifted,Euphoric,Creative"
1024,Headbanger,hybrid,4.4,"Happy,Uplifted,Euphoric,Relaxed,Hungry"
1025,Heaven-Scent,hybrid,4.8,"Creative,Energetic,Euphoric,Focused,Happy"
1026,Heavy-Duty-Fruity,hybrid,4.1,"Relaxed,Happy,Sleepy,Hungry,Giggly"
1027,Heisenberg-Kush,sativa,4.4,"Talkative,Relaxed,Focused,Hungry,Happy"
1028,Hell-Raiser-Og,hybrid,4.8,"Relaxed,Euphoric,Uplifted,Talkative,Happy"
1029,Hells-Angel-Og,hybrid,4.5,"Relaxed,Euphoric,Sleepy,Happy,Hungry"
1030,Hellfire-Og,hybrid,4.5,"Euphoric,Relaxed,Happy,Energetic,Sleepy"
1031,Hemlock,hybrid,4.5,"Happy,Uplifted,Relaxed,Giggly,Talkative"
1032,Hempstar,sativa,4.3,"Happy,Euphoric,Creative,Uplifted,Energetic"
1033,Hercules,hybrid,4.8,"Happy,Uplifted,Energetic,Giggly,Creative"
1034,Herojuana,indica,4.4,"Relaxed,Sleepy,Happy,Hungry,Euphoric"
1035,Hibiscus-Sunrise,hybrid,4.5,"Euphoric,Uplifted,Relaxed,Energetic,Happy"
1036,Higher-Power,sativa,4.8,"Creative,Uplifted,Energetic,Focused,Happy"
1037,Highwayman,hybrid,3.8,"Focused,Happy,Relaxed,Sleepy,Euphoric"
1038,Himalayan-Blackberry,indica,4.9,"Sleepy,Relaxed,Euphoric,Happy,Uplifted"
1039,Himalayan-Gold,hybrid,4.2,"Happy,Euphoric,Creative,Aroused,Sleepy"
1040,Hindu-Kush,indica,4.3,"Relaxed,Sleepy,Happy,Euphoric,Uplifted"
1041,Hindu-Skunk,indica,4.2,"Relaxed,Euphoric,Happy,Aroused,Uplifted"
1042,Hippie-Chicken,sativa,4.3,"Euphoric,Happy,Uplifted,Relaxed,Talkative"
1043,Hippie-Crippler,hybrid,4.3,"Happy,Uplifted,Relaxed,Euphoric,Energetic"
1044,Hoarfrost,hybrid,4.8,"Creative,Euphoric,Focused,Happy,Hungry"
1045,Hobbit,hybrid,4.3,"Tingly,Uplifted,Happy,Focused,Hungry"
1046,Hogs-Breath,indica,4.2,"Relaxed,Happy,Sleepy,Hungry,Tingly"
1047,Hollands-Hope,indica,4.2,"Relaxed,Euphoric,Happy,Sleepy,Uplifted"
1048,Hollywood-Og,hybrid,4.4,"Relaxed,Happy,Hungry,Tingly,Uplifted"
1049,Holy-Ghost,hybrid,4.6,"Relaxed,Euphoric,Hungry,Giggly,Happy"
1050,Holy-Grail-Kush,hybrid,4.5,"Relaxed,Happy,Uplifted,Euphoric,Creative"
1051,Honduras,sativa,3.0,None
1052,Honey-Bananas,hybrid,4.7,"Happy,Relaxed,Uplifted,Euphoric,Creative"
1053,Honey-Boo-Boo,indica,4.7,"Euphoric,Happy,Aroused,Creative,Giggly"
1054,Honey-Rock,hybrid,4.0,"Hungry,Relaxed,Tingly,Sleepy,Euphoric"
1055,Hong-Kong,hybrid,4.5,"Hungry,Relaxed,Happy,Uplifted,Energetic"
1056,Hoodwreck,sativa,4.2,"Euphoric,Happy,Creative,Energetic,Focused"
1057,Huckleberry,hybrid,4.2,"Happy,Relaxed,Talkative,Uplifted,Euphoric"
1058,Huckleberry-Hound,hybrid,5.0,"Creative,Euphoric,Happy,Relaxed"
1059,Hulkamania,indica,4.5,"Aroused,Tingly,Uplifted,Euphoric,Happy"
1060,Humboldt,hybrid,4.3,"Relaxed,Sleepy,Euphoric,Happy,Uplifted"
1061,Humboldt-Dream,indica,4.8,"Relaxed,Creative,Euphoric,Uplifted,Happy"
1062,Humboldt-Headband,indica,4.8,"Euphoric,Sleepy,Happy,Relaxed,Focused"
1063,Hurkle,hybrid,4.7,"Relaxed,Happy,Hungry,Focused,Sleepy"
1064,Hurricane,sativa,4.3,"Uplifted,Relaxed,Energetic,Happy,Focused"
1065,Hustler-Kush,hybrid,4.7,"Happy,Energetic,Euphoric,Uplifted,Talkative"
1066,I-95,hybrid,4.0,"Creative,Energetic,Euphoric,Focused,Happy"
1067,Iced-Grapefruit,hybrid,4.3,"Happy,Euphoric,Relaxed,Focused,Creative"
1068,Ifc-Og,indica,0.0,None
1069,Ig-Kush,hybrid,4.5,"Sleepy,Happy,Relaxed,Tingly,Hungry"
1070,Ice,hybrid,4.1,"Euphoric,Uplifted,Relaxed,Happy,Tingly"
1071,Ice-Cream,hybrid,4.1,"Happy,Relaxed,Uplifted,Focused,Euphoric"
1072,Ice-Princess,hybrid,5.0,"Happy,Relaxed,Sleepy,Uplifted,Euphoric"
1073,Ice-Queen,hybrid,4.6,"Euphoric,Relaxed,Happy,Creative,Talkative"
1074,Ice-Wreck,hybrid,4.3,"Relaxed,Euphoric,Creative,Uplifted,Tingly"
1075,Iced-Widow,indica,4.4,"Relaxed,Happy,Euphoric,Uplifted,Giggly"
1076,Ill-Og,indica,3.7,"Euphoric,Giggly,Happy,Relaxed,Uplifted"
1077,Illuminati-Og,indica,4.7,"Relaxed,Sleepy,Focused,Talkative,Euphoric"
1078,In-The-Pines,sativa,4.4,"Happy,Uplifted,Focused,Relaxed,Euphoric"
1079,Incredible-Bulk,indica,4.5,"Relaxed,Happy,Hungry,Sleepy,Euphoric"
1080,Incredible-Hulk,sativa,4.5,"Happy,Euphoric,Focused,Relaxed,Uplifted"
1081,Industrial-Plant,hybrid,4.1,"Energetic,Uplifted,Euphoric,Happy,Relaxed"
1082,Ingrid,indica,4.3,"Relaxed,Euphoric,Creative,Sleepy,Happy"
1083,Intergalactic,hybrid,0.0,"Creative,Giggly,Happy,Relaxed"
1084,Irene-Kush,hybrid,4.6,"Relaxed,Happy,Creative,Euphoric,Focused"
1085,Irish-Cream,indica,4.0,"Uplifted,Euphoric,Relaxed,Sleepy,Giggly"
1086,Iron-Triangle,hybrid,4.2,"Happy,Giggly,Tingly,Uplifted,Focused"
1087,Island-Haze,sativa,4.8,"Creative,Uplifted,Relaxed,Sleepy,Talkative"
1088,Island-Maui-Haze,sativa,4.5,"Euphoric,Tingly,Creative,Happy,Relaxed"
1089,Island-Sweet-Skunk,sativa,4.3,"Happy,Relaxed,Uplifted,Energetic,Focused"
1090,Js-Famous-Kush,hybrid,4.0,"Focused,Hungry,Relaxed"
1091,J-27,sativa,4.2,"Euphoric,Energetic,Focused,Uplifted,Creative"
1092,J1,hybrid,4.5,"Euphoric,Happy,Creative,Uplifted,Energetic"
1093,Jt15,indica,5.0,"Relaxed,Sleepy,Happy,Hungry,Uplifted"
1094,Jack-47,hybrid,4.7,"Happy,Euphoric,Relaxed,Giggly,Energetic"
1095,Jack-Burton,indica,4.5,"Aroused,Sleepy,Uplifted,Creative,Euphoric"
1096,Jack-Diesel,sativa,4.2,"Euphoric,Happy,Energetic,Giggly,Creative"
1097,Jack-Flash,hybrid,4.2,"Uplifted,Euphoric,Happy,Relaxed,Energetic"
1098,Jack-Frost,hybrid,4.4,"Happy,Euphoric,Relaxed,Energetic,Uplifted"
1099,Jack-Haze,hybrid,4.1,"Happy,Energetic,Euphoric,Uplifted,Giggly"
1100,Jack-Herer,sativa,4.4,"Happy,Uplifted,Energetic,Focused,Euphoric"
1101,Jack-Kush,hybrid,4.1,"Happy,Energetic,Giggly,Euphoric,Relaxed"
1102,Jack-Skellington,sativa,4.7,"Euphoric,Relaxed,Happy,Creative,Focused"
1103,Jack-Smack,sativa,5.0,"Focused,Happy,Creative,Aroused,Energetic"
1104,Jack-Widow,hybrid,4.2,"Happy,Uplifted,Euphoric,Creative,Hungry"
1105,Jack-Wreck,sativa,4.5,"Energetic,Happy,Uplifted,Euphoric,Creative"
1106,Jack-The-Ripper,sativa,4.2,"Happy,Energetic,Uplifted,Euphoric,Creative"
1107,Jacks-Cleaner,sativa,4.2,"Happy,Focused,Energetic,Euphoric,Uplifted"
1108,Jacks-Dream,hybrid,4.3,"Uplifted,Creative,Energetic,Focused,Happy"
1109,Jackalope,sativa,4.2,"Happy,Relaxed,Aroused,Sleepy,Talkative"
1110,Jacked-Up,hybrid,4.1,"Energetic,Uplifted,Hungry,Aroused,Creative"
1111,Jacky-Girl,hybrid,0.0,None
1112,Jacky-White,sativa,4.4,"Focused,Energetic,Creative,Happy,Euphoric"
1113,Jah-Kush,hybrid,4.6,"Happy,Euphoric,Aroused,Giggly,Uplifted"
1114,Jahwaiian,sativa,4.7,"Aroused,Creative,Energetic,Euphoric,Happy"
1115,Jamaican,sativa,4.3,"Uplifted,Happy,Creative,Energetic,Talkative"
1116,Jamaican-Dream,sativa,4.5,"Happy,Euphoric,Uplifted,Relaxed,Energetic"
1117,Jamaican-Lion,sativa,4.7,"Uplifted,Relaxed,Happy,Energetic,Talkative"
1118,Jamaican-Pearl,sativa,4.2,"Euphoric,Happy,Uplifted,Creative,Energetic"
1119,Jamba-Juice,hybrid,5.0,"Tingly,Giggly,Happy,Talkative,Energetic"
1120,Jane-Doe,hybrid,4.3,"Euphoric,Happy,Relaxed,Tingly,Sleepy"
1121,Jasmin,hybrid,4.6,"Euphoric,Relaxed,Happy,Sleepy,Hungry"
1122,Jawa-Pie,indica,4.5,"Relaxed,Happy,Sleepy,Uplifted,Euphoric"
1123,Jazz,hybrid,4.3,"Uplifted,Relaxed,Euphoric,Energetic,Happy"
1124,Jean-Guy,hybrid,4.4,"Euphoric,Uplifted,Happy,Energetic,Creative"
1125,Jedi-Kush,indica,4.5,"Euphoric,Relaxed,Happy,Uplifted,Sleepy"
1126,Jelly-Roll,indica,4.8,"Relaxed,Happy,Tingly"
1127,Jenni,sativa,4.8,"Euphoric,Happy,Relaxed,Uplifted,Creative"
1128,Jenny-Kush,hybrid,4.6,"Happy,Energetic,Talkative,Euphoric,Hungry"
1129,Jericho-Haze,sativa,5.0,"Tingly,Uplifted,Creative,Energetic,Focused"
1130,Jesses-Girl,indica,4.8,"Euphoric,Aroused,Uplifted,Relaxed,Happy"
1131,Jesus,hybrid,4.5,"Happy,Relaxed,Euphoric,Giggly,Tingly"
1132,Jesus-Og,sativa,4.6,"Uplifted,Happy,Euphoric,Energetic,Relaxed"
1133,Jet-Fuel,hybrid,4.6,"Happy,Uplifted,Relaxed,Euphoric,Focused"
1134,Jilly-Dawg,hybrid,5.0,"Uplifted,Euphoric,Giggly,Happy"
1135,Jillybean,hybrid,4.3,"Happy,Uplifted,Euphoric,Relaxed,Creative"
1136,Jimi-Hendrix,hybrid,4.7,"Uplifted,Hungry,Creative,Euphoric,Happy"
1137,Jock-Horror,sativa,4.1,"Euphoric,Happy,Hungry,Energetic,Creative"
1138,Johnnys-Tonic,sativa,4.9,"Happy,Giggly,Relaxed,Focused,Talkative"
1139,Joliet-Jake,indica,4.8,"Relaxed,Sleepy,Euphoric"
1140,Jolly-Rancher,hybrid,4.3,"Euphoric,Happy,Giggly,Tingly,Creative"
1141,Josh-D-Og,indica,3.7,"Aroused,Tingly,Uplifted,Creative,Euphoric"
1142,Jr,indica,4.5,"Relaxed,Happy,Euphoric,Hungry,Sleepy"
1143,Juicy-Fruit,hybrid,4.1,"Happy,Euphoric,Relaxed,Uplifted,Energetic"
1144,Juicy-Jack,hybrid,4.3,"Uplifted,Happy,Euphoric,Creative,Talkative"
1145,Juliet,hybrid,4.5,"Happy,Uplifted,Energetic,Euphoric,Relaxed"
1146,Julius-Caesar,hybrid,4.5,"Happy,Euphoric,Uplifted,Relaxed,Focused"
1147,Jungle-Juice,hybrid,4.4,"Relaxed,Happy,Creative,Sleepy,Energetic"
1148,Jupiter-Og,indica,4.4,"Relaxed,Sleepy,Euphoric,Happy,Hungry"
1149,K-Train,indica,4.4,"Euphoric,Happy,Uplifted,Relaxed,Creative"
1150,K1,hybrid,4.1,"Happy,Focused,Energetic,Euphoric,Relaxed"
1151,K2,hybrid,4.0,"Relaxed,Happy,Giggly,Hungry,Sleepy"
1152,Kc-33,hybrid,4.4,"Relaxed,Tingly,Euphoric,Happy,Hungry"
1153,Kc-36,indica,4.2,"Sleepy,Relaxed,Uplifted,Euphoric,Hungry"
1154,Kt-Dawg,hybrid,4.8,"Uplifted,Happy,Relaxed,Giggly,Euphoric"
1155,Kaboom,sativa,4.5,"Energetic,Happy,Uplifted,Creative,Euphoric"
1156,Kahuna,indica,4.2,"Uplifted,Euphoric,Relaxed,Creative,Focused"
1157,Kaia-Kush,hybrid,4.7,"Relaxed,Happy,Euphoric,Tingly,Uplifted"
1158,Kalalau-Kush,hybrid,5.0,"Tingly,Uplifted,Euphoric,Happy,Creative"
1159,Kalashnikova,hybrid,4.3,"Relaxed,Happy,Energetic,Hungry,Sleepy"
1160,Kaleidos-Dope,hybrid,4.0,None
1161,Kali-47,sativa,5.0,"Uplifted,Creative,Energetic,Euphoric,Happy"
1162,Kali-China,indica,4.2,"Creative,Relaxed,Euphoric,Sleepy,Talkative"
1163,Kali-Dog,hybrid,4.8,"Relaxed,Uplifted,Happy,Focused,Energetic"
1164,Kali-Mist,sativa,4.1,"Energetic,Focused,Uplifted,Euphoric,Creative"
1165,Kandahar,indica,4.7,"Relaxed,Sleepy,Euphoric,Uplifted,Giggly"
1166,Kandy-Kush,hybrid,4.3,"Happy,Relaxed,Uplifted,Euphoric,Hungry"
1167,Kaptns-Grand-Dream,hybrid,4.0,"Uplifted,Euphoric,Giggly,Happy,Relaxed"
1168,Karma-Bitch,hybrid,4.4,"Uplifted,Creative,Happy,Focused,Relaxed"
1169,Katsu-Bubba-Kush,indica,4.4,"Relaxed,Uplifted,Happy,Euphoric,Giggly"
1170,Katsu-Kush,indica,4.1,"Relaxed,Sleepy,Euphoric,Happy,Uplifted"
1171,Kauai-Electric,sativa,4.8,"Creative,Energetic,Happy,Focused,Uplifted"
1172,Kelly-Hill-Gold,indica,5.0,"Happy,Energetic,Euphoric,Talkative,Aroused"
1173,Kens-Kush,hybrid,4.2,"Relaxed,Happy,Euphoric,Uplifted,Hungry"
1174,Kerala-Krush,sativa,4.6,"Energetic,Happy,Hungry,Focused,Relaxed"
1175,Key-Lime-Pie,hybrid,4.5,"Happy,Relaxed,Uplifted,Sleepy,Creative"
1176,Khalifa-Kush,hybrid,4.7,"Happy,Relaxed,Uplifted,Euphoric,Creative"
1177,Khola,hybrid,4.2,"Giggly,Hungry,Aroused,Euphoric,Uplifted"
1178,Khufu,indica,4.2,"Relaxed,Euphoric,Happy,Focused,Sleepy"
1179,Kid-N-Cookies,hybrid,4.6,"Happy,Relaxed,Tingly,Giggly,Hungry"
1180,Kilimanjaro,sativa,4.5,"Happy,Focused,Uplifted,Creative,Energetic"
1181,Kill-Bill,hybrid,4.4,"Relaxed,Sleepy,Euphoric,Hungry,Tingly"
1182,Killer-Grape,hybrid,4.6,"Euphoric,Uplifted,Happy,Sleepy,Tingly"
1183,Killer-Queen,hybrid,4.3,"Happy,Energetic,Creative,Uplifted,Talkative"
1184,Killing-Fields,sativa,4.5,"Energetic,Happy,Focused,Euphoric,Uplifted"
1185,Kimbo-Kush,hybrid,4.5,"Relaxed,Sleepy,Happy,Focused,Uplifted"
1186,King-Cake,hybrid,4.8,"Relaxed,Euphoric,Uplifted,Happy,Aroused"
1187,King-Kong,hybrid,4.2,"Happy,Focused,Giggly,Relaxed,Uplifted"
1188,King-Louis,indica,4.6,"Relaxed,Sleepy,Happy,Euphoric,Hungry"
1189,Kings-Bread,sativa,4.2,"Focused,Relaxed,Creative,Uplifted,Euphoric"
1190,King-Kush,indica,4.3,"Relaxed,Happy,Hungry,Euphoric,Sleepy"
1191,Kiss,hybrid,4.0,None
1192,Kiwiskunk,indica,3.9,"Happy,Hungry,Sleepy,Aroused,Tingly"
1193,Kobain-Kush,indica,4.3,"Hungry,Aroused,Relaxed,Happy,Euphoric"
1194,Kona-Gold,sativa,4.4,"Happy,Uplifted,Energetic,Euphoric,Giggly"
1195,Kong,hybrid,4.7,"Relaxed,Happy,Sleepy,Euphoric,Hungry"
1196,Kool-Aid-Smile,indica,4.8,"Relaxed,Happy,Talkative,Uplifted,Creative"
1197,Kosher-Kush,indica,4.5,"Relaxed,Sleepy,Happy,Euphoric,Hungry"
1198,Kosher-Tangie,hybrid,4.5,"Happy,Relaxed,Uplifted,Creative,Euphoric"
1199,Krakatoa,hybrid,4.0,"Energetic,Euphoric,Sleepy,Uplifted,Happy"
1200,Kraken,indica,4.4,"Euphoric,Happy,Creative,Energetic,Relaxed"
1201,Krishna-Kush,indica,4.9,"Relaxed,Happy,Giggly,Aroused,Sleepy"
1202,Kryptonite,indica,4.3,"Relaxed,Happy,Euphoric,Creative,Giggly"
1203,Kuato,hybrid,5.0,"Talkative,Euphoric,Aroused,Tingly,Uplifted"
1204,Kubbie-Kush,indica,3.0,"Relaxed,Sleepy,Euphoric,Happy"
1205,Kuchi,hybrid,3.6,"Aroused,Creative,Energetic,Euphoric,Focused"
1206,Kurple-Fantasy,hybrid,4.7,"Relaxed,Uplifted,Happy,Euphoric,Tingly"
1207,Kush-Cleaner,hybrid,4.6,"Relaxed,Euphoric,Aroused,Creative,Energetic"
1208,Kush-Rise,hybrid,3.5,"Relaxed,Creative,Euphoric"
1209,Kush-N-Cheese,hybrid,4.0,"Relaxed,Focused,Uplifted,Sleepy,Happy"
1210,Kushadelic,indica,4.5,"Relaxed,Sleepy,Euphoric,Uplifted,Focused"
1211,Kushage,hybrid,4.4,"Relaxed,Happy,Euphoric,Hungry,Tingly"
1212,Kushashima,hybrid,4.0,"Relaxed,Sleepy,Uplifted,Creative,Energetic"
1213,Kushberry,indica,4.3,"Relaxed,Sleepy,Happy,Uplifted,Creative"
1214,Leagle-Eagle,hybrid,4.7,"Energetic,Creative,Talkative,Focused,Uplifted"
1215,La-Sunshine,hybrid,4.7,"Uplifted,Energetic,Happy,Euphoric,Creative"
1216,Lak-Federal-Reserve,indica,5.0,"Relaxed,Tingly,Hungry,Uplifted,Creative"
1217,La-Chocolat,hybrid,4.5,"Relaxed,Happy,Euphoric,Sleepy,Hungry"
1218,La-Confidential,indica,4.3,"Relaxed,Happy,Sleepy,Euphoric,Uplifted"
